ID,kraken,mapped_bases,error_rate,indel_ratio,insert_size,insert_size_rev,heterozygous_snps
11791_3#24, 78.26, 63.85, 2.468637e-02, 2.468637e-02, 49.69, 60.00, 0.58
11791_3#25, 73.29, 66.89, 2.492647e-02, 2.492647e-02, 46.70, 66.67, 0.40
11657_7#36, 77.16, 68.97, 2.169388e-02, 2.169388e-02, 50.31, 57.84, 0.66
11791_3#26, 81.21, 73.60, 2.430569e-02, 2.430569e-02, 43.50, 80.12, 0.38
11791_6#18, 45.13, 79.92, 9.338659e-03, 9.338659e-03, 48.58, 60.41, 1.17
11679_6#30, 82.31, 74.28, 2.310824e-02, 2.310824e-02, 46.73, 71.10, 0.46
11658_8#67, 69.45, 74.10, 2.162666e-02, 1.0195758564437194, 51.24, 49.37, 0.99
11679_6#31, 79.14, 72.66, 2.329496e-02, 2.329496e-02, 48.30, 64.25, 0.52
11791_3#27, 78.54, 68.15, 2.491436e-02, 2.491436e-02, 47.01, 67.58, 0.34
11657_6#37, 79.75, 66.22, 2.318186e-02, 2.318186e-02, 48.35, 65.34, 0.39
11679_4#27, 74.15, 78.03, 2.086540e-02, 2.086540e-02, 47.95, 62.30, 0.75
11658_8#68, 44.30, 80.63, 3.655226e-03, 3.655226e-03, 51.54, 48.70, 2.75
11791_7#55, 81.29, 66.76, 2.338571e-02, 2.338571e-02, 51.91, 49.25, 0.35
11658_5#78, 68.75, 74.90, 2.051536e-02, 2.051536e-02, 43.06, 81.60, 0.77
11658_5#79, 80.43, 66.41, 2.348025e-02, 2.348025e-02, 43.75, 74.32, 0.43
11658_7#62, 80.56, 65.15, 2.334405e-02, 2.334405e-02, 50.11, 57.89, 0.48
11679_4#29, 76.11, 66.09, 2.264026e-02, 2.264026e-02, 45.30, 73.18, 0.61
11658_8#70, 74.74, 63.90, 2.163941e-02, 2.163941e-02, 54.56, 44.08, 0.54
11658_5#80, 73.10, 70.23, 1.966877e-02, 1.966877e-02, 44.49, 79.64, 0.80
11658_7#63, 78.81, 69.86, 2.278498e-02, 2.278498e-02, 49.99, 60.33, 0.37
11679_8#32, 79.52, 67.31, 2.276965e-02, 2.276965e-02, 44.72, 79.50, 0.72
11791_3#28, 41.34, 80.48, 1.368173e-02, 1.368173e-02, 49.40, 56.16, 1.07
11658_3#31, 80.62, 69.69, 2.350768e-02, 2.350768e-02, 50.34, 57.53, 0.43
11679_6#32, 83.12, 71.25, 2.379132e-02, 2.379132e-02, 49.20, 60.20, 0.34
11679_5#25, 80.01, 69.95, 2.348535e-02, 2.348535e-02, 44.74, 75.72, 0.57
11679_6#33, 78.40, 73.42, 2.364188e-02, 2.364188e-02, 50.13, 53.14, 0.21
11791_3#29, 76.89, 72.43, 2.481389e-02, 2.481389e-02, 50.16, 57.51, 0.21
11657_6#38, 82.16, 69.36, 2.351569e-02, 2.351569e-02, 51.79, 50.51, 0.70
11679_5#26, 81.63, 69.38, 2.336344e-02, 2.336344e-02, 48.56, 59.79, 0.61
11791_3#30, 77.24, 68.31, 2.423015e-02, 2.423015e-02, 46.97, 68.97, 0.47
11679_5#27, 79.99, 68.86, 2.373314e-02, 2.373314e-02, 47.14, 64.06, 0.43
11657_6#39, 36.59, 88.42, 1.240214e-02, 1.0648847569242688, 45.05, 73.05, 0.55
11791_3#31, 81.11, 69.55, 2.511463e-02, 2.511463e-02, 44.85, 70.43, 0.43
11657_5#39, 42.09, 88.80, 8.194879e-03, 1.001381597126278, 46.15, 63.55, 0.98
12045_3#61, 43.48, 86.14, 3.052148e-03, 3.052148e-03, 48.89, 56.92, 2.36
11657_5#40, 43.66, 82.15, 3.328515e-03, 3.328515e-03, 42.83, 75.44, 3.69
11657_5#41, 82.12, 69.54, 2.313526e-02, 2.313526e-02, 48.96, 60.66, 0.48
11679_6#35, 67.87, 72.11, 2.056637e-02, 2.056637e-02, 38.77, 96.99, 1.26
11658_4#41, 83.74, 70.76, 2.376059e-02, 2.376059e-02, 38.68, 92.35, 0.55
11657_7#37, 78.32, 68.13, 2.336345e-02, 2.336345e-02, 40.96, 89.19, 0.43
11657_6#40, 62.22, 64.43, 1.998535e-02, 1.998535e-02, 41.93, 80.12, 0.84
11791_3#32, 81.99, 71.01, 2.476047e-02, 2.476047e-02, 48.24, 60.62, 0.35
11657_5#42, 38.17, 78.48, 1.245812e-02, 1.245812e-02, 41.84, 79.17, 0.59
11679_8#34, 77.12, 69.40, 2.301209e-02, 2.301209e-02, 19.49, 69.83, 0.46
11657_7#38, 80.23, 74.03, 2.368830e-02, 2.368830e-02, 50.54, 56.45, 0.20
11791_6#19, 69.51, 76.93, 2.173355e-02, 1.017267961763799, 42.71, 74.76, 0.71
11679_8#35, 75.04, 73.25, 1.974942e-02, 1.974942e-02, 41.45, 85.33, 0.64
11679_4#28, 83.20, 70.50, 2.377205e-02, 2.377205e-02, 48.16, 60.80, 0.45
11679_8#36, 75.44, 73.36, 2.004115e-02, 2.004115e-02, 48.22, 65.75, 0.59
11679_7#88, 40.08, 77.16, 8.965083e-03, 8.965083e-03, 43.50, 75.13, 0.96
11658_5#66, 80.01, 65.28, 2.326819e-02, 2.326819e-02, 50.42, 55.84, 0.32
11679_8#37, 79.97, 67.83, 2.319674e-02, 2.319674e-02, 47.81, 67.23, 0.48
11658_8#60, 66.09, 70.12, 2.181595e-02, 2.181595e-02, 54.70, 43.50, 0.59
11658_4#42, 40.22, 77.58, 1.179648e-02, 1.0237611697806661, 51.01, 54.08, 1.08
11658_7#52, 83.03, 70.64, 2.328461e-02, 2.328461e-02, 49.03, 60.42, 0.30
11658_6#64, 82.82, 70.05, 2.368948e-02, 2.368948e-02, 51.36, 49.54, 0.31
11679_6#34, 84.05, 70.11, 2.367638e-02, 2.367638e-02, 49.88, 56.70, 0.43
11657_5#43, 67.89, 68.45, 2.124707e-02, 2.124707e-02, 42.21, 73.95, 1.21
11791_7#45, 83.20, 70.78, 2.419341e-02, 2.419341e-02, 44.19, 70.30, 0.22
11679_8#38, 84.68, 71.30, 2.379049e-02, 2.379049e-02, 48.02, 62.24, 0.49
11658_5#67, 79.73, 68.68, 2.318951e-02, 2.318951e-02, 44.93, 76.30, 0.58
11679_8#39, 83.80, 69.90, 2.333917e-02, 2.333917e-02, 52.14, 55.62, 0.50
11658_8#61, 79.49, 69.35, 2.366087e-02, 2.366087e-02, 52.43, 49.07, 0.42
11679_5#28, 78.55, 68.33, 2.337621e-02, 2.337621e-02, 47.65, 63.02, 0.48
11658_4#43, 81.43, 68.38, 2.380944e-02, 2.380944e-02, 49.46, 58.16, 0.25
11658_4#44, 83.33, 71.67, 2.321946e-02, 2.321946e-02, 46.85, 67.55, 0.39
11657_7#45, 70.24, 73.69, 2.068199e-02, 2.068199e-02, 40.90, 90.41, 0.84
11658_7#53, 73.51, 70.42, 2.100739e-02, 2.100739e-02, 47.17, 64.74, 0.81
11791_7#46, 77.93, 66.28, 2.351722e-02, 2.351722e-02, 41.87, 80.65, 0.45
11657_6#93, 68.42, 63.53, 2.080834e-02, 2.080834e-02, 45.47, 75.00, 0.51
11679_8#40, 73.07, 76.52, 2.111892e-02, 2.111892e-02, 34.76, 114.53, 0.77
11679_8#41, 79.94, 66.89, 2.339729e-02, 2.339729e-02, 48.23, 64.67, 0.63
11791_7#47, 73.39, 76.11, 2.106471e-02, 2.106471e-02, 51.39, 50.73, 0.76
11679_7#82, 68.60, 74.39, 2.191210e-02, 2.191210e-02, 45.37, 67.35, 0.87
11658_7#54, 82.56, 69.75, 2.347184e-02, 2.347184e-02, 41.29, 86.19, 0.41
11791_3#33, 77.08, 64.94, 2.474925e-02, 2.474925e-02, 45.58, 71.51, 0.57
11657_6#41, 80.88, 66.16, 2.365796e-02, 2.365796e-02, 39.98, 88.07, 0.69
11791_7#48, 81.69, 68.83, 2.369033e-02, 2.369033e-02, 46.49, 66.49, 0.34
11791_3#34, 79.61, 64.88, 2.456146e-02, 2.456146e-02, 42.54, 83.12, 0.47
11658_6#65, 79.12, 68.98, 2.349399e-02, 2.349399e-02, 48.89, 56.60, 0.50
11791_3#67, 37.13, 81.17, 1.406244e-02, 1.406244e-02, 50.13, 56.19, 0.70
11679_6#36, 81.49, 67.77, 2.347424e-02, 2.347424e-02, 48.32, 64.74, 0.49
11791_3#35, 45.14, 89.15, 4.842751e-03, 4.842751e-03, 46.70, 65.57, 1.83
11658_4#26, 37.82, 83.56, 1.251409e-02, 1.251409e-02, 46.56, 65.24, 0.80
11657_6#88, 75.10, 77.54, 2.019043e-02, 2.019043e-02, 41.93, 79.78, 0.56
11679_7#16, 81.85, 71.21, 2.365095e-02, 2.365095e-02, 47.99, 60.40, 0.42
11679_4#93, 79.77, 67.27, 2.355699e-02, 2.355699e-02, 40.50, 80.79, 0.60
11679_8#14, 81.75, 67.91, 2.299687e-02, 2.299687e-02, 50.47, 58.60, 0.45
11657_6#28, 82.38, 68.14, 2.303636e-02, 2.303636e-02, 49.84, 59.34, 0.50
11658_4#45, 80.60, 65.87, 2.315754e-02, 2.315754e-02, 42.78, 75.92, 0.53
11658_7#55, 80.27, 67.40, 2.322138e-02, 2.322138e-02, 50.48, 57.84, 0.47
11657_5#44, 80.20, 68.21, 2.333830e-02, 2.333830e-02, 45.37, 74.01, 0.81
11657_7#39, 73.65, 70.04, 2.008148e-02, 2.008148e-02, 41.37, 91.45, 0.60
11658_5#68, 80.88, 69.91, 2.354773e-02, 2.354773e-02, 45.11, 69.59, 0.25
11658_8#62, 77.58, 66.78, 2.380329e-02, 2.380329e-02, 53.22, 45.95, 0.59
11658_5#69, 82.90, 70.19, 2.332706e-02, 2.332706e-02, 43.71, 76.97, 0.42
11791_7#49, 82.14, 70.07, 2.373120e-02, 2.373120e-02, 48.51, 57.14, 0.39
11658_8#63, 84.15, 69.49, 2.400896e-02, 2.400896e-02, 46.92, 61.11, 0.44
11657_7#27, 63.86, 72.36, 1.978053e-02, 1.978053e-02, 43.97, 80.79, 0.96
11658_4#46, 74.31, 76.17, 2.080145e-02, 2.080145e-02, 42.52, 79.23, 0.71
11657_7#40, 81.05, 71.96, 2.314919e-02, 2.314919e-02, 44.55, 78.34, 0.31
11658_4#94, 77.78, 71.00, 2.144469e-02, 2.144469e-02, 36.81, 98.32, 0.51
11791_7#50, 82.98, 71.15, 2.361701e-02, 2.361701e-02, 48.56, 58.13, 0.30
11679_6#37, 50.49, 79.17, 3.511493e-03, 3.511493e-03, 44.05, 77.51, 2.26
12045_3#63, 83.91, 69.82, 2.363704e-02, 2.363704e-02, 45.73, 71.27, 0.52
11658_7#56, 80.20, 69.89, 2.349323e-02, 2.349323e-02, 45.68, 67.54, 0.40
11791_3#73, 79.61, 68.20, 2.474902e-02, 2.474902e-02, 40.96, 83.23, 0.44
11679_8#42, 83.09, 68.86, 2.317104e-02, 2.317104e-02, 41.00, 89.93, 0.48
11658_5#70, 78.81, 63.27, 2.360762e-02, 2.360762e-02, 48.79, 57.77, 0.53
11791_7#51, 78.78, 66.49, 2.361741e-02, 2.361741e-02, 50.16, 54.41, 0.44
11679_6#91, 69.65, 67.10, 2.152200e-02, 2.152200e-02, 47.31, 60.65, 0.52
11658_5#71, 81.79, 70.08, 2.362321e-02, 2.362321e-02, 45.90, 68.09, 0.42
11791_3#36, 82.52, 68.99, 2.477660e-02, 2.477660e-02, 43.56, 77.14, 0.44
11658_8#64, 82.74, 71.12, 2.373746e-02, 2.373746e-02, 49.40, 55.29, 0.33
11679_6#83, 66.17, 74.82, 2.009116e-02, 2.009116e-02, 37.96, 94.25, 0.76
11791_3#72, 38.92, 78.98, 1.338191e-02, 1.077396449704142, 42.06, 81.44, 0.66
11679_5#81, 83.34, 69.95, 2.399024e-02, 2.399024e-02, 42.40, 74.75, 0.48
11658_6#66, 78.77, 61.42, 2.383597e-02, 2.383597e-02, 48.81, 56.67, 0.51
11658_5#72, 74.49, 60.78, 2.274316e-02, 2.274316e-02, 40.21, 89.47, 0.58
11658_8#65, 81.34, 71.11, 2.354212e-02, 2.354212e-02, 54.83, 43.67, 0.40
11679_5#87, 68.72, 76.98, 2.098284e-02, 2.098284e-02, 42.03, 82.39, 0.67
11657_6#89, 73.17, 74.19, 2.082518e-02, 2.082518e-02, 41.06, 85.88, 0.85
11658_7#57, 83.32, 69.59, 2.377681e-02, 2.377681e-02, 47.08, 62.56, 0.20
11658_7#58, 81.60, 66.75, 2.329622e-02, 2.329622e-02, 47.73, 63.69, 0.46
11657_6#42, 79.20, 70.94, 2.410996e-02, 2.410996e-02, 40.22, 86.02, 0.18
11679_8#43, 75.10, 70.92, 2.001962e-02, 2.001962e-02, 41.61, 85.89, 0.73
11679_4#91, 81.97, 69.99, 2.352897e-02, 2.352897e-02, 43.53, 74.49, 0.27
11791_3#71, 78.76, 72.94, 2.486125e-02, 2.486125e-02, 46.35, 67.58, 0.44
11791_3#37, 77.94, 68.83, 2.410647e-02, 2.410647e-02, 45.10, 72.88, 0.50
11791_7#52, 67.27, 69.49, 2.165812e-02, 2.165812e-02, 42.41, 71.18, 0.72
11658_6#67, 80.84, 63.53, 2.343027e-02, 2.343027e-02, 46.82, 60.83, 0.46
11658_5#73, 79.40, 65.99, 2.369663e-02, 2.369663e-02, 46.43, 63.55, 0.45
11658_6#68, 81.09, 69.19, 2.396879e-02, 2.396879e-02, 49.20, 55.24, 0.80
11658_5#74, 82.39, 70.61, 2.359190e-02, 2.359190e-02, 49.36, 56.78, 0.54
11658_5#75, 84.08, 73.30, 2.352451e-02, 2.352451e-02, 45.58, 65.40, 0.44
11791_3#70, 66.49, 70.48, 2.183695e-02, 2.183695e-02, 46.30, 71.02, 0.86
11658_6#69, 81.34, 71.45, 2.337543e-02, 2.337543e-02, 49.60, 54.11, 0.51
11679_5#29, 82.70, 72.08, 2.358288e-02, 2.358288e-02, 43.38, 74.47, 0.38
11791_7#53, 73.20, 67.39, 2.073902e-02, 2.073902e-02, 42.53, 72.81, 0.74
11657_6#43, 79.03, 76.91, 2.035013e-02, 2.035013e-02, 42.66, 77.08, 0.74
11791_7#54, 82.03, 73.34, 2.426732e-02, 2.426732e-02, 44.70, 64.86, 0.57
11658_6#70, 74.49, 71.00, 2.098696e-02, 2.098696e-02, 49.82, 55.77, 0.81
11791_6#20, 82.15, 66.89, 2.383603e-02, 2.383603e-02, 47.76, 62.44, 0.35
11658_8#77, 36.34, 83.81, 1.292673e-02, 1.292673e-02, 53.58, 46.08, 0.71
11658_8#78, 83.95, 68.80, 2.380497e-02, 2.380497e-02, 52.36, 48.36, 0.37
11679_4#30, 79.29, 72.73, 2.321270e-02, 2.321270e-02, 43.75, 77.46, 0.43
11658_6#77, 80.93, 74.21, 2.368232e-02, 2.368232e-02, 50.81, 55.08, 0.12
11658_8#79, 73.94, 77.34, 2.135244e-02, 2.135244e-02, 50.24, 52.88, 0.74
11658_6#78, 74.40, 69.93, 2.092950e-02, 2.092950e-02, 47.86, 62.43, 0.71
11657_6#29, 77.24, 68.26, 2.334205e-02, 2.334205e-02, 48.61, 61.50, 0.50
11658_4#48, 78.23, 66.37, 2.336697e-02, 2.336697e-02, 41.12, 88.68, 0.22
11791_7#57, 74.26, 57.23, 2.147764e-02, 2.147764e-02, 47.60, 62.63, 0.52
11657_7#42, 77.90, 69.25, 2.350258e-02, 2.350258e-02, 44.45, 77.65, 0.70
11657_7#43, 79.95, 66.99, 2.339273e-02, 2.339273e-02, 49.84, 57.89, 0.62
11658_8#80, 76.71, 64.06, 2.147411e-02, 2.147411e-02, 53.40, 45.97, 0.58
11658_8#81, 67.26, 64.51, 2.205684e-02, 2.205684e-02, 51.97, 48.62, 0.46
11658_8#82, 65.62, 77.46, 2.232410e-02, 2.232410e-02, 53.23, 46.79, 0.41
11679_7#28, 81.12, 71.86, 2.377700e-02, 2.377700e-02, 48.13, 61.66, 0.65
11658_4#49, 79.76, 70.22, 2.303242e-02, 2.303242e-02, 44.33, 77.78, 0.33
11657_5#46, 80.16, 66.59, 2.309602e-02, 2.309602e-02, 49.15, 63.84, 0.28
11658_8#83, 83.76, 69.77, 2.402110e-02, 2.402110e-02, 53.58, 45.58, 0.49
11658_3#32, 81.28, 68.66, 2.326339e-02, 2.326339e-02, 46.00, 69.78, 0.50
11658_3#33, 79.93, 70.22, 2.372607e-02, 2.372607e-02, 46.21, 67.03, 0.24
11658_8#71, 37.01, 80.47, 1.274598e-02, 1.274598e-02, 48.51, 58.16, 0.86
11791_6#21, 82.45, 71.79, 2.398951e-02, 2.398951e-02, 50.27, 53.30, 0.40
11658_8#72, 81.15, 72.01, 2.345990e-02, 2.345990e-02, 50.76, 53.03, 0.27
11658_8#73, 76.01, 58.81, 2.308153e-02, 2.308153e-02, 52.32, 49.76, 0.43
12045_3#57, 81.19, 72.64, 2.311909e-02, 2.311909e-02, 40.78, 87.65, 0.29
11657_6#44, 73.42, 72.32, 2.058161e-02, 2.058161e-02, 46.22, 69.02, 0.44
11791_3#95, 78.69, 70.96, 2.469267e-02, 2.469267e-02, 46.03, 73.81, 0.26
11657_7#44, 83.78, 69.06, 2.343459e-02, 2.343459e-02, 47.48, 68.67, 0.49
11679_6#20, 82.08, 71.65, 2.350950e-02, 2.350950e-02, 50.45, 61.70, 0.41
11658_5#83, 80.23, 69.30, 2.351524e-02, 2.351524e-02, 49.52, 57.44, 0.58
11658_8#84, 82.11, 67.44, 2.377806e-02, 2.377806e-02, 52.91, 47.69, 0.41
11658_6#79, 74.40, 68.43, 2.365695e-02, 2.365695e-02, 53.45, 45.50, 0.28
11658_8#85, 82.58, 67.55, 2.363409e-02, 2.363409e-02, 53.45, 47.32, 0.40
12045_3#64, 78.90, 66.91, 2.338433e-02, 2.338433e-02, 40.83, 89.24, 0.61
11658_8#86, 74.04, 57.60, 2.360459e-02, 2.360459e-02, 52.00, 48.37, 0.36
11658_6#80, 82.25, 70.01, 2.324842e-02, 2.324842e-02, 44.74, 71.04, 0.44
11658_6#81, 82.01, 67.72, 2.344467e-02, 2.344467e-02, 49.76, 54.95, 0.38
11658_7#64, 81.69, 67.28, 2.306444e-02, 2.306444e-02, 43.57, 78.95, 0.80
11679_4#17, 81.84, 75.85, 2.367204e-02, 2.367204e-02, 43.39, 77.78, 0.27
11658_8#87, 78.79, 64.66, 2.364895e-02, 2.364895e-02, 48.53, 61.58, 0.47
11791_7#58, 79.72, 74.10, 2.404116e-02, 2.404116e-02, 44.36, 68.47, 0.18
11658_6#82, 78.22, 66.61, 2.400042e-02, 2.400042e-02, 50.29, 55.50, 0.29
11658_5#84, 83.07, 68.14, 2.341127e-02, 2.341127e-02, 41.18, 80.61, 0.33
11791_7#59, 78.92, 66.68, 2.349794e-02, 2.349794e-02, 46.05, 69.15, 0.37
11658_4#50, 79.63, 63.06, 2.326766e-02, 2.326766e-02, 48.41, 64.94, 0.69
11658_6#83, 80.60, 66.24, 2.323939e-02, 2.323939e-02, 48.24, 62.84, 0.48
11658_5#85, 82.84, 71.76, 2.321028e-02, 2.321028e-02, 48.26, 60.82, 0.54
11658_4#51, 78.90, 67.88, 2.361858e-02, 2.361858e-02, 47.28, 65.76, 0.38
11658_8#74, 66.67, 62.27, 2.169697e-02, 2.169697e-02, 52.65, 47.03, 0.52
11679_7#17, 78.05, 69.23, 2.334820e-02, 2.334820e-02, 48.05, 61.03, 0.48
11658_4#52, 65.78, 68.10, 2.060216e-02, 2.060216e-02, 43.84, 78.12, 0.88
11679_4#18, 77.71, 69.86, 2.332079e-02, 2.332079e-02, 49.57, 60.64, 0.46
11658_5#86, 39.14, 74.08, 1.183006e-02, 1.0094361877801368, 39.71, 91.45, 1.41
11658_6#84, 79.66, 70.33, 2.327401e-02, 2.327401e-02, 50.97, 50.48, 0.38
11658_8#88, 79.15, 72.80, 2.393333e-02, 2.393333e-02, 52.13, 48.34, 0.15
11658_8#89, 77.42, 63.22, 2.367051e-02, 2.367051e-02, 54.06, 46.04, 0.54
11657_5#47, 83.16, 67.93, 2.338555e-02, 2.338555e-02, 47.27, 65.92, 0.49
11658_8#90, 80.81, 68.08, 2.419147e-02, 2.419147e-02, 52.29, 48.25, 0.38
11791_7#60, 77.48, 65.85, 2.335053e-02, 2.335053e-02, 47.56, 64.86, 0.32
11791_6#22, 82.67, 66.45, 2.403046e-02, 2.403046e-02, 48.02, 63.83, 0.35
11791_7#61, 84.62, 70.83, 2.393440e-02, 2.393440e-02, 47.92, 60.10, 0.36
11679_4#19, 79.84, 71.33, 2.359279e-02, 2.359279e-02, 45.09, 70.00, 0.27
11679_4#31, 79.43, 70.33, 2.373913e-02, 2.373913e-02, 45.54, 70.90, 0.27
11658_7#60, 36.10, 77.83, 1.192145e-02, 1.192145e-02, 42.88, 76.29, 0.69
11657_7#3, 23.14, 85.72, 1.272254e-02, 1.272254e-02, 52.36, 52.08, 0.87
11658_5#4, 60.03, 68.33, 2.091124e-02, 2.091124e-02, 45.82, 68.42, 0.49
11658_6#39, 75.44, 59.28, 2.354284e-02, 2.354284e-02, 50.96, 52.94, 0.34
11658_8#40, 81.41, 73.35, 2.390346e-02, 2.390346e-02, 48.80, 58.64, 0.34
11658_8#45, 66.01, 70.85, 2.120239e-02, 2.120239e-02, 52.92, 47.69, 0.56
11679_7#4, 77.54, 70.99, 2.372960e-02, 2.372960e-02, 50.34, 55.33, 0.35
11679_8#4, 80.58, 73.53, 2.365110e-02, 2.365110e-02, 46.49, 67.21, 0.40
11791_3#4, 82.40, 71.35, 2.522828e-02, 2.522828e-02, 47.71, 62.50, 0.46
11657_5#1, 43.00, 89.17, 2.847143e-03, 2.847143e-03, 44.36, 75.97, 1.86
11657_6#12, 45.60, 84.83, 3.240265e-03, 3.240265e-03, 45.87, 68.57, 2.82
11658_3#11, 51.49, 79.31, 4.116802e-03, 4.116802e-03, 51.00, 50.24, 4.64
11658_3#14, 45.72, 87.06, 5.051419e-03, 5.051419e-03, 50.18, 54.95, 2.01
11658_4#28, 46.46, 76.53, 3.199826e-03, 3.199826e-03, 42.44, 85.16, 4.55
11658_5#18, 47.62, 86.41, 3.123546e-03, 3.123546e-03, 47.81, 61.42, 2.99
11658_5#1, 42.95, 84.82, 3.375767e-03, 3.375767e-03, 42.27, 84.66, 2.03
11679_4#10, 46.28, 88.33, 5.172824e-03, 5.172824e-03, 46.57, 66.67, 1.88
11791_6#6, 47.56, 77.72, 4.075394e-03, 4.075394e-03, 46.65, 63.92, 1.89
11791_7#17, 45.72, 86.73, 3.589084e-03, 3.589084e-03, 42.27, 75.62, 3.03
11658_5#31, 79.55, 71.11, 2.300005e-02, 2.300005e-02, 47.57, 66.67, 0.40
11658_5#46, 82.11, 70.64, 2.356709e-02, 2.356709e-02, 41.71, 82.01, 0.48
11658_5#7, 80.52, 69.23, 2.313609e-02, 2.313609e-02, 46.38, 71.76, 0.44
11658_6#27, 79.41, 69.58, 2.338581e-02, 2.338581e-02, 48.06, 60.71, 0.51
11658_6#44, 79.23, 68.09, 2.403420e-02, 2.403420e-02, 35.58, 102.02, 0.56
11658_6#45, 79.28, 69.95, 2.313455e-02, 2.313455e-02, 46.69, 65.38, 0.47
11658_6#55, 81.95, 69.95, 2.387117e-02, 2.387117e-02, 46.57, 59.17, 0.44
11658_7#14, 77.21, 69.22, 2.248838e-02, 2.248838e-02, 48.62, 60.73, 0.37
11658_8#24, 81.26, 71.36, 2.374216e-02, 2.374216e-02, 46.50, 62.37, 0.46
11658_8#56, 80.75, 68.59, 2.383144e-02, 2.383144e-02, 48.90, 57.36, 0.61
11679_5#13, 78.60, 68.88, 2.305248e-02, 2.305248e-02, 49.93, 58.51, 0.49
11679_6#8, 80.80, 66.98, 2.377435e-02, 2.377435e-02, 43.97, 72.87, 0.53
11791_3#1, 77.86, 69.23, 2.470183e-02, 2.470183e-02, 44.00, 77.01, 0.56
11791_3#5, 80.64, 71.13, 2.501411e-02, 2.501411e-02, 46.23, 65.45, 0.41
11657_5#17, 78.86, 73.82, 2.280980e-02, 2.280980e-02, 50.89, 55.85, 0.45
11658_4#15, 82.99, 70.30, 2.331323e-02, 2.331323e-02, 51.75, 50.99, 0.45
11658_5#17, 78.28, 68.64, 2.289817e-02, 2.289817e-02, 46.66, 67.19, 0.73
11658_6#20, 79.35, 70.38, 2.341962e-02, 2.341962e-02, 44.08, 70.67, 0.62
11658_6#35, 76.20, 62.13, 2.325503e-02, 2.325503e-02, 52.11, 50.75, 0.67
11658_8#53, 78.15, 68.40, 2.324087e-02, 2.324087e-02, 50.23, 54.92, 0.72
11658_7#2, 40.78, 87.44, 1.168636e-02, 1.0422316931421929, 47.67, 66.67, 0.79
11679_6#15, 41.23, 80.25, 1.189497e-02, 1.015258855585831, 50.15, 60.00, 1.04
11657_7#18, 75.22, 69.50, 2.356897e-02, 2.356897e-02, 47.36, 64.17, 0.40
11657_5#20, 69.03, 79.42, 2.078440e-02, 2.078440e-02, 44.70, 66.06, 0.62
11657_7#5, 65.44, 73.77, 2.019154e-02, 1.036013986013986, 50.43, 64.24, 1.12
11658_6#49, 68.10, 73.84, 2.040051e-02, 2.040051e-02, 40.29, 89.63, 0.87
11658_8#50, 69.18, 72.60, 2.143591e-02, 2.143591e-02, 52.33, 47.14, 0.92
11658_8#52, 68.92, 75.50, 2.112290e-02, 2.112290e-02, 49.35, 55.84, 0.81
11679_4#13, 68.28, 75.23, 2.060651e-02, 1.0150135367954713, 47.26, 67.40, 0.76
11679_7#9, 68.26, 70.78, 2.112135e-02, 1.0372049398155385, 45.12, 71.28, 0.87
11791_7#26, 65.68, 70.10, 2.073483e-02, 1.0503696857670979, 49.81, 56.12, 1.02
11657_6#20, 42.29, 78.91, 5.656846e-03, 5.656846e-03, 48.48, 59.09, 1.21
11657_7#10, 40.03, 83.26, 9.597868e-03, 9.597868e-03, 49.98, 61.11, 0.67
11658_8#29, 40.91, 87.08, 8.941806e-03, 8.941806e-03, 54.63, 44.00, 0.67
11658_4#21, 36.77, 84.30, 1.236642e-02, 1.236642e-02, 39.85, 91.93, 0.71
11658_6#52, 37.69, 82.89, 1.258123e-02, 1.258123e-02, 48.90, 56.93, 0.65
11791_7#30, 38.24, 83.00, 1.288237e-02, 1.288237e-02, 49.46, 52.97, 0.70
11657_7#13, 70.04, 63.64, 2.122274e-02, 2.122274e-02, 48.89, 63.84, 0.30
11658_3#7, 74.26, 69.19, 2.136377e-02, 2.136377e-02, 45.78, 69.14, 0.51
11658_4#14, 69.58, 68.21, 2.126784e-02, 2.126784e-02, 50.36, 54.90, 0.46
11658_6#12, 70.73, 70.12, 2.130911e-02, 2.130911e-02, 47.05, 62.12, 0.52
11658_6#48, 69.93, 68.36, 2.111942e-02, 2.111942e-02, 42.55, 78.57, 0.74
11658_4#17, 77.39, 65.73, 2.144513e-02, 2.144513e-02, 44.01, 73.44, 0.55
11658_5#8, 76.10, 68.87, 2.134571e-02, 2.134571e-02, 47.32, 62.25, 0.59
11657_5#14, 77.23, 74.09, 2.013685e-02, 2.013685e-02, 51.63, 50.25, 0.89
11658_3#3, 75.89, 73.75, 2.102580e-02, 2.102580e-02, 6.98, 73.03, 0.69
11658_3#90, 74.84, 69.50, 1.997803e-02, 1.997803e-02, 37.29, 103.18, 0.86
11658_3#9, 75.42, 73.36, 1.977820e-02, 1.977820e-02, 48.71, 60.20, 0.65
11658_4#11, 74.83, 72.26, 1.961336e-02, 1.961336e-02, 42.27, 84.42, 0.65
11658_4#12, 75.61, 71.45, 1.991995e-02, 1.991995e-02, 40.38, 93.21, 0.58
11658_4#3, 76.04, 72.03, 2.050274e-02, 2.050274e-02, 40.51, 83.17, 0.59
11658_5#10, 72.78, 71.88, 1.945133e-02, 1.945133e-02, 46.48, 66.31, 0.65
11658_5#13, 78.41, 81.04, 2.029324e-02, 2.029324e-02, 45.99, 64.85, 0.69
