#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","OLC1356",,"PDT000252184.1","2017-10-12T20:07:22Z","Canada",,"environmental/other",,,,,"SAMN05504952","GCA_002531305.1","aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","OLC1337",,"PDT000252185.1","2017-10-12T20:07:30Z","Canada",,"environmental/other",,,,,"SAMN05504951","GCA_002531325.1","aph(3'')-Ib,aph(6)-Id,blaEC,floR,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","OLC1334",,"PDT000252186.1","2017-10-12T20:07:44Z","Canada",,"environmental/other",,"PDS000012794.2",0,,"SAMN05504950","GCA_002531355.1","aadA1,aph(3')-IIa,aph(6)-Ic,blaEC,ble,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","OLC1112",,"PDT000252187.1","2017-10-12T20:08:08Z","Canada",,"environmental/other",,,,,"SAMN05504947","GCA_002531375.1","aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","OLC1105",,"PDT000252188.1","2017-10-12T20:08:17Z","Canada",,"environmental/other",,,,,"SAMN05504946","GCA_002531415.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA5,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","OLC1330",,"PDT000252189.1","2017-10-12T20:08:22Z","Canada",,"environmental/other",,"PDS000012801.2",0,,"SAMN05504949","GCA_002531395.1","aph(3'')-Ib,aph(6)-I,blaEC,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","OLC1068",,"PDT000252190.1","2017-10-12T20:08:46Z","Canada",,"environmental/other",,,,,"SAMN05504945","GCA_002531445.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","OLC0969",,"PDT000252191.1","2017-10-12T20:08:53Z","Canada",,"environmental/other",,"PDS000016589.1",4,,"SAMN05504944","GCA_002531455.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,fosA7,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","OLC0719",,"PDT000252192.1","2017-10-12T20:09:08Z","Canada",,"environmental/other",,"PDS000035356.1",61,,"SAMN05504943","GCA_002531475.1","aph(3'')-Ib,aph(6)-Id,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","OLC0639",,"PDT000252193.1","2017-10-12T20:09:31Z","Canada",,"environmental/other",,,,,"SAMN05504942","GCA_002531515.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","OLC0637",,"PDT000252194.1","2017-10-12T20:09:50Z","Canada",,"environmental/other",,,,,"SAMN05504941","GCA_002531525.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5933",,"PDT000252425.1","2017-10-13T15:02:44Z","USA:PA","feces","environmental/other","Bos taurus",,,,"SAMN05439357","GCA_002534675.1","aac(3)-VIa,aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5932",,"PDT000252426.1","2017-10-13T15:04:02Z","Puerto Rico","Intestine-Small","environmental/other","Sus scrofa",,,,"SAMN05439358","GCA_002534695.1","aph(3'')-Ib,aph(6)-I,blaEC,blaTEM-1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5934",,"PDT000252427.1","2017-10-13T15:04:06Z","USA:NE","Intestine-Small","environmental/other","Sus scrofa","PDS000016626.1",0,,"SAMN05439356","GCA_002534705.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5931",,"PDT000252428.1","2017-10-13T15:05:37Z","Puerto Rico","Intestine-Large","environmental/other","Sus scrofa",,,,"SAMN05439359","GCA_002534745.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5930",,"PDT000252429.1","2017-10-13T15:05:42Z","USA:NE","spleen","environmental/other","Meleagris",,,,"SAMN05439360","GCA_002534755.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5925",,"PDT000252430.1","2017-10-13T15:05:44Z","USA:NY","urine","clinical","Homo sapiens",,,,"SAMN05439361","GCA_002534785.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5924",,"PDT000252431.1","2017-10-13T15:07:03Z","USA:CA","urine","environmental/other","Canis lupus familiaris","PDS000016366.2",0,,"SAMN05452847","GCA_002534815.1","aadA7,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,qacEdelta1,sul1,sul2,tet(B),tet(C)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5919",,"PDT000252432.1","2017-10-13T15:07:07Z","USA:CA","urine","environmental/other","Canis lupus familiaris",,,,"SAMN05452850","GCA_002534825.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5921",,"PDT000252433.1","2017-10-13T15:07:10Z","USA:CA","urine","environmental/other","Canis lupus familiaris",,,,"SAMN05452849","GCA_002534845.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5918",,"PDT000252434.1","2017-10-13T15:08:16Z","USA:CA","urine","environmental/other","Canis lupus familiaris",,,,"SAMN05452851","GCA_002534875.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5915",,"PDT000252435.1","2017-10-13T15:08:31Z","USA:AZ","water","environmental/other",,,,,"SAMN05452854","GCA_002534895.1","aadA1,blaEC,blaTEM-1,qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5916",,"PDT000252436.1","2017-10-13T15:08:34Z","USA:AZ","water","environmental/other",,,,,"SAMN05452853","GCA_002534905.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5914",,"PDT000252437.1","2017-10-13T15:09:29Z","USA:AZ","water","environmental/other",,"PDS000016365.2",0,,"SAMN05452855","GCA_002534935.1","aadA2,aph(3'')-Ib,aph(6)-Id,blaCARB-2,blaEC,dfrA16,ere(A),sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5913",,"PDT000252438.1","2017-10-13T15:10:00Z","USA:FL","urine","environmental/other","Felis catus","PDS000016359.2",0,,"SAMN05452856","GCA_002534965.1","aph(3'')-Ib,aph(3')-IIa,aph(6)-Ic,aph(6)-Id,blaEC,ble,dfrA5,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5911",,"PDT000252439.1","2017-10-13T15:10:06Z","USA:NV","Intestine-Large","environmental/other","Gallus gallus domesticus","PDS000016364.2",7,,"SAMN05452858","GCA_002534955.1","aph(3'')-Ib,aph(3')-IIa,aph(6)-Ic,aph(6)-Id,blaEC,ble","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5903",,"PDT000252440.1","2017-10-13T15:10:38Z","USA:NY","Cecum","environmental/other","Equus caballus",,,,"SAMN05452802","GCA_002534995.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5785",,"PDT000252441.1","2017-10-13T15:10:50Z","USA:PA","intestine","environmental/other","Ovis aries",,,,"SAMN05452805","GCA_002535005.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5784",,"PDT000252442.1","2017-10-13T15:11:17Z","USA:PA","Colon","environmental/other","Bos taurus",,,,"SAMN05452806","GCA_002535035.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5783",,"PDT000252443.1","2017-10-13T15:11:20Z","USA:MT","intestine","environmental/other","Gallus gallus domesticus",,,,"SAMN05452807","GCA_002535045.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6244",,"PDT000252444.1","2017-10-13T15:11:57Z","USA:PA","trachea","environmental/other","Mus musculus",,,,"SAMN04893471","GCA_002535085.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5782",,"PDT000252445.1","2017-10-13T15:11:59Z","USA:PA","feces","environmental/other","Ovis aries",,,,"SAMN05452808","GCA_002535075.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6231",,"PDT000252446.1","2017-10-13T15:12:38Z","USA:NE","feces","environmental/other","Bos taurus","PDS000035357.1",35,,"SAMN04881308","GCA_002535115.1","aadA2,aph(3')-Ia,blaEC,blaTEM-1,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6224",,"PDT000252447.1","2017-10-13T15:12:51Z","USA:MD","kidney","environmental/other","Sus scrofa",,,,"SAMN04881301","GCA_002535125.1","aph(3')-Ia,blaEC,blaTEM-1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6203",,"PDT000252448.1","2017-10-13T15:13:02Z","USA:PA","feces","environmental/other","Odocoileus virginianus",,,,"SAMN04902889","GCA_002535155.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6214",,"PDT000252449.1","2017-10-13T15:13:27Z","Singapore","feces","clinical","Homo sapiens",,,,"SAMN04881291","GCA_002535165.1","aadA2,blaEC,dfrA12,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6198",,"PDT000252450.1","2017-10-13T15:14:03Z","USA:NJ","feces","environmental/other","Columba livia domestica",,,,"SAMN04902884","GCA_002535195.1","blaEC,sul3,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6177",,"PDT000252451.1","2017-10-13T15:14:04Z","USA:NE","Meat Trim","environmental/other","Bos taurus","PDS000016625.1",8,,"SAMN04902863","GCA_002535215.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6184",,"PDT000252452.1","2017-10-13T15:14:13Z","USA:FL","Intestine-Large","environmental/other","Pelecanus",,,,"SAMN04902870","GCA_002535205.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6172",,"PDT000252453.1","2017-10-13T15:14:37Z","USA:MA","feces","clinical","Homo sapiens","PDS000016624.1",9,,"SAMN04902859","GCA_002535255.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6161",,"PDT000252454.1","2017-10-13T15:15:09Z","USA:AK","feces","environmental/other","Somateria fischeri","PDS000016628.1",6,,"SAMN05226138","GCA_002535275.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6156",,"PDT000252455.1","2017-10-13T15:15:22Z","USA:AK","Choana","environmental/other","Polysticta stelleri","PDS000016627.1",2,,"SAMN05440262","GCA_002535295.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6151",,"PDT000252456.1","2017-10-13T15:15:28Z","USA:AK","Choana","environmental/other","Somateria fischeri",,,,"SAMN05440266","GCA_002535305.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6146",,"PDT000252457.1","2017-10-13T15:15:41Z","USA:AK","Cloacae","environmental/other","Somateria fischeri",,,,"SAMN05440271","GCA_002535335.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6143",,"PDT000252458.1","2017-10-13T15:16:14Z","USA:AK","Cloacae","environmental/other","Somateria fischeri","PDS000016623.1",2,,"SAMN05440273","GCA_002535355.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6141",,"PDT000252459.1","2017-10-13T15:16:39Z","USA:AK","Cloacae","environmental/other","Zenaida macroura",,,,"SAMN05440275","GCA_002535375.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6138",,"PDT000252460.1","2017-10-13T15:16:46Z","USA:NE","Meat Trim","environmental/other","Bos taurus","PDS000016462.2",5,,"SAMN05440278","GCA_002535385.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6130",,"PDT000252461.1","2017-10-13T15:16:53Z","USA:MD","feces","environmental/other","Cetacea","PDS000035261.1",7,,"SAMN05439565","GCA_002535405.1","aac(6')-Ib-cr5,blaEC,blaTEM-1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6127",,"PDT000252462.1","2017-10-13T15:17:30Z","USA:SD","Meat Trim","environmental/other","Bos taurus",,,,"SAMN05439568","GCA_002535435.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6126",,"PDT000252463.1","2017-10-13T15:17:45Z","USA:TX","feces","environmental/other","Equus caballus",,,,"SAMN05439569","GCA_002535455.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6123",,"PDT000252464.1","2017-10-13T15:18:43Z","USA:PA","Intestine-Large","environmental/other","Canis lupus familiaris",,,,"SAMN05439572","GCA_002535495.1","blaEC,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6124",,"PDT000252465.1","2017-10-13T15:19:46Z","USA:NY","feces","environmental/other","Equus caballus",,,,"SAMN05439571","GCA_002535485.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6256",,"PDT000252466.1","2017-10-13T15:19:57Z","USA:IA","milk","environmental/other","Bos taurus",,,,"SAMN04893483","GCA_002535515.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6125",,"PDT000252467.1","2017-10-13T15:20:10Z","USA:PA","Intestine-Large","environmental/other","Canis lupus familiaris",,,,"SAMN05439570","GCA_002535475.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6255",,"PDT000252468.1","2017-10-13T15:20:23Z","USA:IA","Ileum","environmental/other","Sus scrofa",,,,"SAMN04893482","GCA_002535535.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6249",,"PDT000252469.1","2017-10-13T15:20:34Z","USA:OH","mammary gland","environmental/other","Bos taurus",,,,"SAMN04893476","GCA_002535575.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6239",,"PDT000252470.1","2017-10-13T15:20:53Z","USA:MN","Poultry Litter","environmental/other","Meleagris",,,,"SAMN04893466","GCA_002535585.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B),tet(M)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6233",,"PDT000252471.1","2017-10-13T15:21:10Z","USA:VA","feces","environmental/other","Bos taurus","PDS000006392.3",1,,"SAMN04881310","GCA_002535605.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM,tet(B),tet(C)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6227",,"PDT000252472.1","2017-10-13T15:21:12Z","USA:PA","Gall Bladder","environmental/other","Bos taurus",,,,"SAMN04881304","GCA_002535625.1","abc-f,aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaEC,blaTEM-1,ble,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6220",,"PDT000252473.1","2017-10-13T15:21:48Z","USA:MD","intestine","environmental/other","Sus scrofa",,,,"SAMN04881297","GCA_002535655.1","blaEC,blaTEM-1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6216",,"PDT000252474.1","2017-10-13T15:21:52Z","Singapore","feces","clinical","Homo sapiens",,,,"SAMN04881293","GCA_002535715.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6197",,"PDT000252475.1","2017-10-13T15:21:56Z","USA:NJ","feces","environmental/other","Sus scrofa","PDS000006439.3",3,,"SAMN04902883","GCA_002535765.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6180",,"PDT000252476.1","2017-10-13T15:22:02Z","USA:CO","feces","environmental/other","Sus scrofa",,,,"SAMN04902866","GCA_002535775.1","aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6167",,"PDT000252477.1","2017-10-13T15:22:39Z","USA:MA","feces","environmental/other","primates",,,,"SAMN04902854","GCA_002535895.1","blaEC-5","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6166",,"PDT000252478.1","2017-10-13T15:22:40Z","USA:MA","feces","environmental/other","primate",,,,"SAMN04902853","GCA_002535905.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6160",,"PDT000252479.1","2017-10-13T15:22:47Z","USA:AK","feces","environmental/other","Somateria fischeri","PDS000016628.1",6,,"SAMN05440259","GCA_002535915.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6155",,"PDT000252480.1","2017-10-13T15:22:50Z","USA:AK","Choana","environmental/other","Polysticta stelleri","PDS000016627.1",2,,"SAMN05440263","GCA_002535945.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6142",,"PDT000252481.1","2017-10-13T15:23:31Z","USA:AK","Choana","environmental/other","Zenaida macroura",,,,"SAMN05440274","GCA_002536075.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6139",,"PDT000252482.1","2017-10-13T15:23:40Z","Czech Republic","Pleural fluid","environmental/other","Equus caballus","PDS000016620.1",2,,"SAMN05440277","GCA_002536095.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catA1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6148",,"PDT000252483.1","2017-10-13T15:23:41Z","USA:AK","Cloacae","environmental/other","Somateria spectabilis",,,,"SAMN05440269","GCA_002536065.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6135",,"PDT000252484.1","2017-10-13T15:23:42Z","USA:CA","lung","environmental/other","Cetacea",,,,"SAMN05440246","GCA_002536105.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA1,blaEC,blaOXA-1,dfrA1,sat2,sul2,tet(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6118",,"PDT000252485.1","2017-10-13T15:24:42Z","USA:NY","kidney","environmental/other","Chinchilla lanigera","PDS000007318.3",41,,"SAMN05439520","GCA_002536225.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6134",,"PDT000252486.1","2017-10-13T15:25:15Z","USA:NE","Meat Trim","environmental/other","Bos taurus",,,,"SAMN05440247","GCA_002536305.1","blaEC,fosA7","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6129",,"PDT000252487.1","2017-10-13T15:25:16Z","USA:PA","Intestine-Large","environmental/other","Canis lupus familiaris",,,,"SAMN05439566","GCA_002536325.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6122",,"PDT000252488.1","2017-10-13T15:25:29Z","Switzerland","urine","clinical","Homo sapiens","PDS000007339.4",11,8,"SAMN05439519","GCA_002536335.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6110",,"PDT000252489.1","2017-10-13T15:26:00Z","USA:CO","Intestine-Large","environmental/other","Sus scrofa",,,,"SAMN05439506","GCA_002536435.1","blaEC,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6108",,"PDT000252490.1","2017-10-13T15:26:07Z","USA:AK","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05439507","GCA_002536475.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6111",,"PDT000252491.1","2017-10-13T15:26:20Z","USA:CO","Intestine-Large","environmental/other","Sus scrofa",,,,"SAMN05439505","GCA_002536515.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,qacG2,tet(B),tet(M)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6112",,"PDT000252492.1","2017-10-13T15:26:25Z","USA:CO","Intestine-Large","environmental/other","Sus scrofa",,,,"SAMN05439504","GCA_002536505.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6228",,"PDT000252493.1","2017-10-13T15:27:08Z","USA:FL","feces","environmental/other","primate",,,,"SAMN04881305","GCA_002536635.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6107",,"PDT000252494.1","2017-10-13T15:27:25Z","USA:CT","Rectum","environmental/other","Phocidae",,,,"SAMN05439508","GCA_002536645.1","blaEC-5","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6225",,"PDT000252495.1","2017-10-13T15:27:26Z","USA:PA","Jejunum","environmental/other","Ovis aries",,,,"SAMN04881302","GCA_002536675.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6219",,"PDT000252496.1","2017-10-13T15:27:27Z","USA:MD","intestine","environmental/other","Sus scrofa","PDS000006392.3",2,,"SAMN04881296","GCA_002536695.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM,sul2,tet(B),tet(C)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6209",,"PDT000252497.1","2017-10-13T15:28:14Z","Singapore","feces","clinical","Homo sapiens",,,,"SAMN04902895","GCA_002536805.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA14,mph(A),sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6217",,"PDT000252498.1","2017-10-13T15:28:16Z","Singapore","feces","clinical","Homo sapiens",,,,"SAMN04881294","GCA_002536795.1","aad9,aadA1,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,cmlA1,dfrA12,lnu(C),qacL,sul2,sul3,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6187",,"PDT000252499.1","2017-10-13T15:28:39Z","USA:PA","Joint Cavity","environmental/other","Gallus gallus domesticus",,,,"SAMN04902873","GCA_002536875.1","aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-135,dfrA17,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6215",,"PDT000252500.1","2017-10-13T15:29:24Z","Singapore","feces","clinical","Homo sapiens",,,,"SAMN04881292","GCA_002536975.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6169",,"PDT000252501.1","2017-10-13T15:29:35Z","USA:SD","urine","environmental/other","Bos taurus",,,,"SAMN04902856","GCA_002536955.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6183",,"PDT000252502.1","2017-10-13T15:29:54Z","USA:FL","Intestine-Large","environmental/other","Sirenia",,,,"SAMN04902869","GCA_002537045.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6171",,"PDT000252503.1","2017-10-13T15:29:57Z","USA:MA","feces","clinical","Homo sapiens","PDS000016624.1",9,,"SAMN04902858","GCA_002537035.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6164",,"PDT000252504.1","2017-10-13T15:30:31Z","USA:AK","feces","environmental/other","Somateria fischeri",,,,"SAMN05226141","GCA_002537165.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6165",,"PDT000252505.1","2017-10-13T15:30:36Z","USA:AK","feces","environmental/other","Somateria fischeri","PDS000016623.1",6,,"SAMN04902851","GCA_002537155.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6140",,"PDT000252506.1","2017-10-13T15:30:41Z","Czech Republic","lung","environmental/other","Equus caballus","PDS000016620.1",2,,"SAMN05440276","GCA_002537185.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catA1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6152",,"PDT000252507.1","2017-10-13T15:30:50Z","USA:AK","Choana","environmental/other","Polysticta stelleri","PDS000016623.1",2,,"SAMN05440265","GCA_002537235.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6132",,"PDT000252508.1","2017-10-13T15:31:21Z","USA:NE","Meat Trim","environmental/other","Bos taurus",,,,"SAMN05440248","GCA_002537315.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6131",,"PDT000252509.1","2017-10-13T15:31:29Z","USA:MA","Intestine-Large","clinical","Homo sapiens",,,,"SAMN05439564","GCA_002537345.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6137",,"PDT000252510.1","2017-10-13T15:31:36Z","USA:NE","Meat Trim","environmental/other","Bos taurus",,,,"SAMN05440279","GCA_002537325.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6128",,"PDT000252511.1","2017-10-13T15:31:37Z","USA:SD","Meat Trim","environmental/other","Bos taurus",,,,"SAMN05439567","GCA_002537395.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6121",,"PDT000252512.1","2017-10-13T15:32:10Z","USA:NY","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05226110","GCA_002537485.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6073",,"PDT000252513.1","2017-10-13T15:32:20Z","USA:MI","Uterus","environmental/other","Bos taurus",,,,"SAMN05439489","GCA_002537505.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6104",,"PDT000252514.1","2017-10-13T15:32:23Z","USA:CA","Intestine-Large","environmental/other","Dasypodidae",,,,"SAMN05439509","GCA_002537475.1","aac(3)-IId,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,dfrA17,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6094",,"PDT000252515.1","2017-10-13T15:32:30Z","USA:NC","brain","environmental/other","Gallus gallus domesticus",,,,"SAMN05439515","GCA_002537555.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6071",,"PDT000252516.1","2017-10-13T15:33:09Z","USA:MN","Enviroment","environmental/other","environment","PDS000016629.3",15,,"SAMN05439490","GCA_002537655.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6059",,"PDT000252517.1","2017-10-13T15:33:22Z","USA:CA","feces","environmental/other","Capra aegagrus hircus",,,,"SAMN05439497","GCA_002537685.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6054",,"PDT000252518.1","2017-10-13T15:33:24Z","Norway","feces","clinical","Homo sapiens","PDS000016632.1",0,,"SAMN05439501","GCA_002537735.1","blaEC-5","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6057",,"PDT000252519.1","2017-10-13T15:33:29Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439498","GCA_002537695.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6044",,"PDT000252520.1","2017-10-13T15:34:05Z","USA:CA","feces","environmental/other","Mephitidae",,,,"SAMN05439467","GCA_002537845.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6051",,"PDT000252521.1","2017-10-13T15:34:05Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439461","GCA_002537815.1","blaEC","PDG000000004.1006"
