uberstrain	name	data.source.accession.no..sequencing.platform.sequencing.library.insert.size.experiment.status.	source.niche	source.type	source.details	collection.year	collection.month	collection.day	collection.time	continent	country	region	district	city	post.code	latitude	longitude	lab.contact	species	serological.group	serotype	ecor.cluster	pathogen.non.pathogen	simple.patho	simple.disease	comment	bio.project.id	project.id	disease	sample.id	secondary.sample.id	date.entered	release.date	barcode	status	coverage	n50	length	species.1	contig.number...200.bp.	low.quality.bases	assembly.barcode	version
esc_ja1348aa	315153	srr7256990;illumina;paired;;srx4161325	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09345814	srs3373691	2018-06-05	2018-06-05	esc_ja1348aa	assembled	89	93734	5390717	escherichia coli / shigella;94.84%	343	94820	esc_sa4461aa_as	4
esc_ja1350aa	524193	srr7256988;illumina;paired;;srx4161323	human	human	human; homo sapiens	2018	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09345812	srs3373689	2018-06-05	2018-06-05	esc_ja1350aa	assembled	80	136843	5391206	escherichia coli / shigella;98.84%	306	41802	esc_sa4459aa_as	4
esc_ja1351aa	421573	srr7256985;illumina;paired;;srx4161320	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09345825	srs3373686	2018-06-05	2018-06-05	esc_ja1351aa	assembled	50	81950	5451729	escherichia coli / shigella;99.4%	365	144949	esc_sa4458aa_as	4
esc_ja1352aa	408517	srr7256983;illumina;paired;;srx4161318	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09345334	srs3373684	2018-06-05	2018-06-05	esc_ja1352aa	assembled	77	146777	5393920	escherichia coli / shigella;99.63%	309	65275	esc_sa4457aa_as	4
esc_ja1354aa	296629	srr7256973;illumina;paired;;srx4161308	human	human	human; homo sapiens	2016	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344885	srs3373674	2018-06-05	2018-06-05	esc_ja1354aa	assembled	74	75341	5192381	escherichia coli / shigella;98.58%	392	61733	esc_sa4455aa_as	4
esc_ja1355aa	373218	srr7256972;illumina;paired;;srx4161307	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344882	srs3373673	2018-06-05	2018-06-05	esc_ja1355aa	assembled	62	263870	5227744	escherichia coli / shigella;98.11%	216	105079	esc_sa4452aa_as	4
esc_ja1356aa	315249	srr7256970;illumina;paired;;srx4161305	human	human	human; homo sapiens	2014	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344876	srs3373671	2018-06-05	2018-06-05	esc_ja1356aa	assembled	72	130848	5505071	escherichia coli / shigella;99.67%	338	44813	esc_sa4451aa_as	4
esc_ja1357aa	328700	srr7256969;illumina;paired;;srx4161304	human	human	human; homo sapiens	2014	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344886	srs3373670	2018-06-05	2018-06-05	esc_ja1357aa	assembled	66	137327	5358598	escherichia coli / shigella;98.28%	277	39409	esc_sa4450aa_as	4
esc_ja1359aa	387199	srr7256966;illumina;paired;;srx4161301	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344396	srs3373666	2018-06-05	2018-06-05	esc_ja1359aa	assembled	68	73095	5039025	escherichia coli / shigella;98.72%	311	42308	esc_sa4448aa_as	4
esc_ja1362aa	432185	srr7256958;illumina;paired;;srx4161293	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344406	srs3373658	2018-06-05	2018-06-05	esc_ja1362aa	assembled	62	146462	5379500	escherichia coli / shigella;100.0%	176	56186	esc_sa4445aa_as	4
esc_ja1363aa	369028	srr7256957;illumina;paired;;srx4161292	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344403	srs3373668	2018-06-05	2018-06-05	esc_ja1363aa	assembled	62	92321	5534748	escherichia coli / shigella;98.24%	410	108116	esc_sa4444aa_as	4
esc_ja1364aa	539924	srr7256956;illumina;paired;;srx4161291	human	human	human; homo sapiens	2018	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344415	srs3373657	2018-06-05	2018-06-05	esc_ja1364aa	assembled	54	117600	5507691	escherichia coli / shigella;93.39%	195	89961	esc_sa4443aa_as	4
esc_ja1365aa	461222	srr7256954;illumina;paired;;srx4161289	human	human	human; homo sapiens	2017	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09344404	srs3373655	2018-06-05	2018-06-05	esc_ja1365aa	assembled	66	119253	5353726	escherichia coli / shigella;99.67%	334	74716	esc_sa4442aa_as	4
esc_ja1366aa	531298	srr7256953;illumina;paired;;srx4161288	human	human	human; homo sapiens	2018	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343942	srs3373654	2018-06-05	2018-06-05	esc_ja1366aa	assembled	54	173003	5351752	escherichia coli / shigella;97.75%	200	44775	esc_sa4441aa_as	4
esc_ja1367aa	318283	srr7256952;illumina;paired;;srx4161287	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343937	srs3373653	2018-06-05	2018-06-05	esc_ja1367aa	assembled	45	147398	5414190	escherichia coli / shigella;99.01%	227	56335	esc_sa4440aa_as	4
esc_ja1368aa	361832	srr7256949;illumina;paired;;srx4161284	human	human	human; homo sapiens	2017	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343946	srs3373649	2018-06-05	2018-06-05	esc_ja1368aa	assembled	46	142694	5366945	escherichia coli / shigella;99.32%	359	58339	esc_sa4439aa_as	4
esc_ja1369aa	438611	srr7256948;illumina;paired;;srx4161283	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343947	srs3373648	2018-06-05	2018-06-05	esc_ja1369aa	assembled	57	74353	5001807	escherichia coli / shigella;93.91%	203	115792	esc_sa4438aa_as	4
esc_ja1370aa	498915	srr7256947;illumina;paired;;srx4161282	human	human	human; homo sapiens	2018	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343949	srs3373647	2018-06-05	2018-06-05	esc_ja1370aa	assembled	50	77054	5434211	escherichia coli / shigella;100.0%	310	154235	esc_sa4437aa_as	4
esc_ja1371aa	404712	srr7256946;illumina;paired;;srx4161281	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343939	srs3373646	2018-06-05	2018-06-05	esc_ja1371aa	assembled	48	231871	5466310	escherichia coli / shigella;98.52%	152	53405	esc_sa4436aa_as	4
esc_ja1372aa	363638	srr7256812;illumina;paired;;srx4161147	human	human	human; homo sapiens	2017	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343380	srs3373527	2018-06-05	2018-06-05	esc_ja1372aa	assembled	43	109055	5386630	escherichia coli / shigella;98.06%	265	61246	esc_sa4435aa_as	4
esc_ja1373aa	423832	srr7256811;illumina;paired;;srx4161146	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343388	srs3373526	2018-06-05	2018-06-05	esc_ja1373aa	assembled	42	131051	5354369	escherichia coli / shigella;97.91%	173	35550	esc_sa4434aa_as	4
esc_ja1374aa	387275	srr7256809;illumina;paired;;srx4161144	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09343383	srs3373523	2018-06-05	2018-06-05	esc_ja1374aa	assembled	45	163675	5338653	escherichia coli / shigella;97.92%	170	53624	esc_sa4433aa_as	4
esc_ja1376aa	333035	srr7256804;illumina;paired;;srx4161139	human	human	human; homo sapiens	2015	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09342835	srs3373517	2018-06-05	2018-06-05	esc_ja1376aa	assembled	28	29707	5422498	escherichia coli / shigella;97.55%	486	81977	esc_sa4431aa_as	4
esc_ja1438aa	408530	srr7274961;illumina;paired;;srx4178568	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376987	srs3390184	2018-06-08	2018-06-07	esc_ja1438aa	assembled	95	133048	5336810	escherichia coli / shigella;99.02%	333	65158	esc_sa4947aa_as	4
esc_ja1440aa	353906	srr7274874;illumina;paired;;srx4178481	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376701	srs3390098	2018-06-08	2018-06-07	esc_ja1440aa	assembled	76	122109	5218962	escherichia coli / shigella;98.94%	290	44398	esc_sa4945aa_as	4
esc_ja1441aa	327953	srr7274863;illumina;paired;;srx4178470	human	human	human; homo sapiens	2016	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376700	srs3390088	2018-06-08	2018-06-07	esc_ja1441aa	assembled	76	163799	5322881	escherichia coli / shigella;97.03%	277	47369	esc_sa4944aa_as	4
esc_ja1443aa	389708	srr7274859;illumina;paired;;srx4178466	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376694	srs3390085	2018-06-08	2018-06-07	esc_ja1443aa	assembled	72	148418	5319090	escherichia coli / shigella;99.22%	280	101515	esc_sa4942aa_as	4
esc_ja1444aa	333048	srr7274855;illumina;paired;;srx4178462	human	human	human; homo sapiens	2015	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376695	srs3390080	2018-06-08	2018-06-07	esc_ja1444aa	assembled	54	68012	5601889	escherichia coli / shigella;99.49%	477	85134	esc_sa4941aa_as	4
esc_ja1445aa	419114	srr7274854;illumina;paired;;srx4178461	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376686	srs3390079	2018-06-08	2018-06-07	esc_ja1445aa	assembled	48	179585	5378167	escherichia coli / shigella;99.58%	284	59752	esc_sa4940aa_as	4
esc_ja1446aa	508377	srr7274853;illumina;paired;;srx4178460	human	human	human; homo sapiens	2018	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376685	srs3390078	2018-06-08	2018-06-07	esc_ja1446aa	assembled	59	79383	5231296	escherichia coli / shigella;95.72%	256	87408	esc_sa4939aa_as	4
esc_ja1447aa	408594	srr7274852;illumina;paired;;srx4178459	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376689	srs3390077	2018-06-08	2018-06-07	esc_ja1447aa	assembled	84	146830	5413265	escherichia coli / shigella;96.75%	347	58966	esc_sa4938aa_as	4
esc_ja1448aa	352758	srr7274849;illumina;paired;;srx4178456	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376688	srs3390261	2018-06-08	2018-06-07	esc_ja1448aa	assembled	81	121617	5286055	escherichia coli / shigella;98.97%	238	39166	esc_sa4937aa_as	4
esc_ja1449aa	434359	srr7274846;illumina;paired;;srx4178453	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376675	srs3390073	2018-06-08	2018-06-07	esc_ja1449aa	assembled	64	148419	5433324	escherichia coli / shigella;100.0%	328	65098	esc_sa4967aa_as	4
esc_ja1450aa	533452	srr7274845;illumina;paired;;srx4178452	human	human	human; homo sapiens	2018	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376676	srs3390072	2018-06-08	2018-06-07	esc_ja1450aa	assembled	64	167629	5457699	escherichia coli / shigella;99.66%	340	68843	esc_sa4935aa_as	4
esc_ja1451aa	438797	srr7274842;illumina;paired;;srx4178449	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376674	srs3390069	2018-06-08	2018-06-07	esc_ja1451aa	assembled	131	142546	5396606	escherichia coli / shigella;97.45%	323	68659	esc_sa4934aa_as	4
esc_ja1452aa	401796	srr7274841;illumina;paired;;srx4178448	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376673	srs3390066	2018-06-08	2018-06-07	esc_ja1452aa	assembled	135	162896	5313820	escherichia coli / shigella;96.82%	245	39650	esc_sa4933aa_as	4
esc_ja1453aa	406597	srr7274840;illumina;paired;;srx4178447	human	human	human; homo sapiens	2006	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376671	srs3390067	2018-06-08	2018-06-07	esc_ja1453aa	assembled	50	211707	5220265	escherichia coli / shigella;100.0%	107	117136	esc_sa4932aa_as	4
esc_ja1454aa	456176	srr7274838;illumina;paired;;srx4178445	human	human	human; homo sapiens	2017	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376659	srs3390063	2018-06-08	2018-06-07	esc_ja1454aa	assembled	97	80727	5360917	escherichia coli / shigella;97.1%	333	110383	esc_sa4931aa_as	4
esc_ja1455aa	266914	srr7274828;illumina;paired;;srx4178435	human	human	human; homo sapiens	2016	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376652	srs3390057	2018-06-08	2018-06-07	esc_ja1455aa	assembled	102	97014	5211627	escherichia coli / shigella;94.17%	271	42008	esc_sa4930aa_as	4
esc_ja1456aa	261348	srr7274826;illumina;paired;;srx4178433	human	human	human; homo sapiens	2016	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376651	srs3390050	2018-06-08	2018-06-07	esc_ja1456aa	assembled	68	101409	5441489	escherichia coli / shigella;97.58%	232	100344	esc_sa4929aa_as	4
esc_ja1457aa	437047	srr7274825;illumina;paired;;srx4178432	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376658	srs3390049	2018-06-08	2018-06-07	esc_ja1457aa	assembled	89	146576	5628343	escherichia coli / shigella;97.95%	342	89738	esc_sa4928aa_as	4
esc_ja1459aa	315162	srr7274821;illumina;paired;;srx4178428	human	human	human; homo sapiens	2014	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376655	srs3390048	2018-06-08	2018-06-07	esc_ja1459aa	assembled	101	109779	5482317	escherichia coli / shigella;97.42%	350	72088	esc_sa4926aa_as	4
esc_ja1462aa	424618	srr7274814;illumina;paired;;srx4178421	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376450	srs3390041	2018-06-08	2018-06-07	esc_ja1462aa	assembled	73	146658	5444826	escherichia coli / shigella;99.07%	360	63856	esc_sa4923aa_as	4
esc_ja1463aa	401604	srr7274813;illumina;paired;;srx4178420	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375830	srs3390040	2018-06-08	2018-06-07	esc_ja1463aa	assembled	51	155454	5238692	escherichia coli / shigella;100.0%	138	47575	esc_sa4922aa_as	4
esc_ja1464aa	428309	srr7274810;illumina;paired;;srx4178417	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375828	srs3390035	2018-06-08	2018-06-07	esc_ja1464aa	assembled	80	133956	5284017	escherichia coli / shigella;98.97%	239	35673	esc_sa4921aa_as	4
esc_ja1465aa	315223	srr7274808;illumina;paired;;srx4178415	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375822	srs3390034	2018-06-08	2018-06-07	esc_ja1465aa	assembled	93	176247	5439229	escherichia coli / shigella;98.94%	229	61471	esc_sa4920aa_as	4
esc_ja1466aa	285800	srr7274806;illumina;paired;;srx4178413	human	human	human; homo sapiens	2016	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09376448	srs3390032	2018-06-08	2018-06-07	esc_ja1466aa	assembled	70	87265	4871077	escherichia coli / shigella;98.85%	238	67965	esc_sa4919aa_as	4
esc_ja1467aa	310243	srr7274805;illumina;paired;;srx4178412	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375818	srs3390030	2018-06-08	2018-06-07	esc_ja1467aa	assembled	76	146830	5352765	escherichia coli / shigella;97.25%	299	46176	esc_sa4918aa_as	4
esc_ja1468aa	418905	srr7274803;illumina;paired;;srx4178410	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375826	srs3390028	2018-06-08	2018-06-07	esc_ja1468aa	assembled	71	148297	5385264	escherichia coli / shigella;100.0%	349	58853	esc_sa4917aa_as	4
esc_ja1469aa	459898	srr7274802;illumina;paired;;srx4178409	human	human	human; homo sapiens	2017	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375831	srs3390232	2018-06-08	2018-06-07	esc_ja1469aa	assembled	63	141675	5410903	escherichia coli / shigella;99.45%	207	51311	esc_sa4916aa_as	4
esc_ja1470aa	328753	srr7274800;illumina;paired;;srx4178407	human	human	human; homo sapiens	2015	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375832	srs3390027	2018-06-08	2018-06-07	esc_ja1470aa	assembled	88	148291	5386944	escherichia coli / shigella;100.0%	305	29477	esc_sa4913aa_as	4
esc_ja1471aa	332998	srr7274793;illumina;paired;;srx4178400	human	human	human; homo sapiens	2015	1	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375816	srs3390018	2018-06-08	2018-06-07	esc_ja1471aa	assembled	59	92018	5399452	escherichia coli / shigella;98.87%	223	95963	esc_sa4912aa_as	4
esc_ja1472aa	493480	srr7274790;illumina;paired;;srx4178397	human	human	human; homo sapiens	2018	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375809	srs3390017	2018-06-08	2018-06-07	esc_ja1472aa	assembled	49	52803	5062960	escherichia coli / shigella;97.66%	286	43011	esc_sa4911aa_as	4
esc_ja1473aa	412051	srr7274789;illumina;paired;;srx4178396	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375808	srs3390013	2018-06-08	2018-06-07	esc_ja1473aa	assembled	44	101071	5735216	escherichia coli / shigella;97.7%	197	139698	esc_sa4910aa_as	4
esc_ja1474aa	268625	srr7274787;illumina;paired;;srx4178394	human	human	human; homo sapiens	2016	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375813	srs3390014	2018-06-08	2018-06-07	esc_ja1474aa	assembled	65	250383	4828236	escherichia coli / shigella;100.0%	126	77911	esc_sa4909aa_as	4
esc_ja1475aa	491000	srr7274786;illumina;paired;;srx4178393	human	human	human; homo sapiens	2018	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375802	srs3390011	2018-06-08	2018-06-07	esc_ja1475aa	assembled	45	126948	5001160	escherichia coli / shigella;98.7%	97	68439	esc_sa4908aa_as	4
esc_ja1476aa	513502	srr7274785;illumina;paired;;srx4178392	human	human	human; homo sapiens	2018	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375803	srs3390010	2018-06-08	2018-06-07	esc_ja1476aa	assembled	70	61504	5246762	escherichia coli / shigella;99.14%	396	109152	esc_sa4907aa_as	4
esc_ja1478aa	451030	srr7274781;illumina;paired;;srx4178388	human	human	human; homo sapiens	2017	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375804	srs3390004	2018-06-08	2018-06-07	esc_ja1478aa	assembled	53	106592	5269946	escherichia coli / shigella;100.0%	167	108448	esc_sa4905aa_as	4
esc_ja1479aa	333037	srr7274779;illumina;paired;;srx4178386	human	human	human; homo sapiens	2015	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375812	srs3390005	2018-06-08	2018-06-07	esc_ja1479aa	assembled	42	58734	5360137	escherichia coli / shigella;97.33%	403	109971	esc_sa4904aa_as	4
esc_ja1480aa	431304	srr7274778;illumina;paired;;srx4178385	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375799	srs3390003	2018-06-08	2018-06-07	esc_ja1480aa	assembled	43	124850	5490528	escherichia coli / shigella;98.15%	190	89239	esc_sa4915aa_as	4
esc_ja1481aa	373974	srr7274751;illumina;paired;;srx4178358	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09375795	srs3389970	2018-06-08	2018-06-07	esc_ja1481aa	assembled	34	238451	5215306	escherichia coli / shigella;99.01%	187	108070	esc_sa4902aa_as	4
esc_ja1533aa	440153	srr7270950;illumina;paired;;srx4174608	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn09375175	srs3386231	2018-06-08	2018-06-07	esc_ja1533aa	assembled	125	172781	5043874	escherichia coli / shigella;98.63%	215	152402	esc_sa4850aa_as	4
esc_ja1534aa	461137	srr7270948;illumina;paired;;srx4174606	human	human	human; homo sapiens	2017	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn09375158	srs3386229	2018-06-08	2018-06-07	esc_ja1534aa	assembled	118	182886	5064220	escherichia coli / shigella;98.73%	92	42613	esc_sa4849aa_as	4
