Sequence ID,Isolate ID,ENA Accessions 1,ENA Accessions 2,Total Length,Number Contigs,Avg_Contig_Length,Largest Contig,N50,Contigs in N50,Mapped %,Depth of Coverage,Participant,Year of Isolation,Geographic Location,Origin,Sample Type,gyrA Mutation,parC Mutation,H30-H30R-H30Rx,Clade,CTX-M Presence,blaOXA1,blaTEM,aac-(6')-lbcr,mphA,dfrA17,tetA,sul1,sul2,strA,strB
11657_6#16,ECO0244,ERR434370,ERS356972,5109135,67,76255.75,579812,319443,7,97,73.22,ADH035,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Present,Present,Present
11657_6#23,ECO0414,ERR434377,ERS357135,4966903,68,73042.69,665183,270076,7,94.8,72.79,ADH069,2012,East England,Cambridgeshire,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11657_6#37,ECO0655,ERR434391,ERS357361,5194435,76,68347.83,716912,303770,6,92.6,79.99,BSAC,2003,East England,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11657_6#47,ECO0906,ERR434401,ERS357609,5157471,41,125791.98,700657,300355,6,94.8,75.56,BSAC,2005,West Midlands,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11657_6#51,ECO1101,ERR434405,ERS357679,5115338,58,88195.48,687750,243321,6,92.8,69.15,BSAC,2007,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11657_6#63,ECO1025,ERR434417,ERS357805,5227334,89,58734.09,657245,204796,8,96.2,69.94,BSAC,2006,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_6#64,ECO1027,ERR434418,ERS357807,5268949,82,64255.48,717542,197251,8,97.1,70.11,BSAC,2006,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_6#65,ECO1043,ERR434419,ERS357822,5243298,65,80666.12,711219,276571,7,97.3,67.49,BSAC,2006,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Absent,Absent,Present,Absent,Absent,Absent
11657_6#67,ECO1189,ERR434421,ERS357849,5206606,85,61254.19,716364,222103,7,96.1,74.12,BSAC,2008,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11657_6#72,ECO1332,ERR434426,ERS357963,5061440,58,87266.21,716261,276542,7,96.7,74.71,BSAC,2009,South East,UK,Blood,1a1A,1a,H30,C0,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11657_6#91,ECO1190,ERR434445,ERS358167,5207281,86,60549.78,711447,229924,7,97,65.09,BSAC,2008,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11657_6#94,ECO0909,ERR434448,ERS358220,5109802,65,78612.34,1126683,298090,5,97.5,67.39,BSAC,2005,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_6#96,ECO1402,ERR434450,ERS358253,5012418,72,69616.92,621644,269996,7,95.7,70.39,BSAC,2010,West Midlands,UK,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11657_7#7,ECO0233,ERR434457,ERS356961,5006627,70,71523.24,635244,270002,7,97.2,93.69,ADH027,2010,East England,Cambridgeshire,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11657_7#12,ECO0243,ERR434462,ERS356971,5165676,60,86094.6,716095,277054,6,95.2,79.98,ADH044,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_7#21,ECO0404,ERR434471,ERS357126,5162873,76,67932.54,683286,187859,9,97.5,78.86,ADH019,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_7#22,ECO0407,ERR434472,ERS357129,5167416,103,50169.09,619967,211091,8,91.6,82.96,ADH067,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,CTX-M-27,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
11657_7#23,ECO0411,ERR434473,ERS357133,5286335,103,51323.64,717286,192634,9,97.7,82.35,ADH029,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11657_7#47,ECO0928,ERR434497,ERS357623,5382121,101,53288.33,472694,229904,8,95,80.5,BSAC,2005,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11657_7#52,ECO1111,ERR434502,ERS357689,5269406,88,59879.61,527597,191222,9,92.7,84.74,BSAC,2007,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11657_7#53,ECO1125,ERR434503,ERS357702,5152326,83,62076.22,534049,177375,9,95.7,85.98,BSAC,2007,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent
11657_7#54,ECO1130,ERR434504,ERS357708,5267909,76,69314.59,544529,191174,9,95.9,85.26,BSAC,2007,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_7#55,ECO1290,ERR434505,ERS357714,5194493,75,69259.91,590539,278500,7,95.7,94.16,BSAC,2009,West Midlands,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11657_7#56,ECO1140,ERR434506,ERS357718,5168799,78,66266.65,527134,218324,8,92.1,89.48,BSAC,2007,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_7#57,ECO1090,ERR434507,ERS357737,5140457,80,64255.71,659968,216717,7,94,72.94,BSAC,2007,West Midlands,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11657_7#58,ECO1168,ERR434508,ERS357742,5211708,82,63557.41,714280,277054,7,94,72.09,BSAC,2008,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11657_7#59,ECO1171,ERR434509,ERS357749,5181391,106,48881.05,391159,185622,11,96.5,84.83,BSAC,2008,South West,UK,Blood,1a,1a,H30,C0,Absent,Absent,Present,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent
11657_7#66,ECO1031,ERR434516,ERS357845,5181047,79,65582.87,712245,301112,7,98.5,80.31,BSAC,2006,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_7#70,ECO0999,ERR434520,ERS357877,5356052,86,62279.67,711424,228520,8,91.9,80.13,BSAC,2006,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Present,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11657_7#73,ECO1254,ERR434523,ERS357897,5176310,55,94114.73,711745,319751,6,97.4,84.48,BSAC,2009,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent
11657_7#77,ECO1267,ERR434527,ERS357911,5139015,79,65050.82,500543,191180,9,94.2,90.12,BSAC,2009,Midlands,UK,Blood,FQR-S,FQR-S,H1,Non-C,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
11657_7#78,ECO1180,ERR434528,ERS357917,5205692,76,68495.95,451145,242731,8,97.6,93.89,BSAC,2008,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11657_7#89,ECO0912,ERR434539,ERS358150,5110583,60,85176.38,789741,218215,7,97.7,81.8,BSAC,2005,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11657_7#95,ECO1264,ERR434545,ERS358269,5121004,67,76432.9,619832,319459,7,97.4,74.33,BSAC,2009,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_3#4,ECO0218,ERR434550,ERS356947,5092059,88,57864.31,716600,226872,8,95,71.08,ADH046,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_3#8,ECO0258,ERR434554,ERS356986,5085370,37,137442.43,428093,294610,7,90.8,84.44,ADH066,2011,East England,Cambridgeshire,Blood,FQR-S,FQR-S,Unknown,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_3#15,ECO0431,ERR434561,ERS357148,5238518,68,77037.03,391124,230059,9,97.8,84.8,ADH055,2013,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_3#16,ECO0433,ERR434562,ERS357150,5250426,75,70005.68,448528,180966,9,95.9,86.34,ADH056,2013,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_3#18,ECO0438,ERR434564,ERS357155,5117948,101,50672.75,542039,226530,8,97.5,75.67,ADH072,2013,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11658_3#31,ECO0668,ERR434577,ERS357365,5112745,94,54390.9,695513,183595,8,93.4,75.58,BSAC,2003,West Midlands,UK,Blood,FQR-S,FQR-S,H12,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
11658_3#36,ECO0876,ERR434582,ERS357588,5324628,74,71954.43,391127,222341,9,96.4,75.08,BSAC,2005,East England,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_3#38,ECO0930,ERR434584,ERS357625,5279945,90,58666.06,611316,265098,7,92.5,75.95,BSAC,2005,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_3#41,ECO1110,ERR434587,ERS357688,5422439,107,50677,537016,208884,8,93,67.59,BSAC,2007,West Midlands,UK,Blood,1a,1a,H30,C0,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_3#42,ECO1115,ERR434588,ERS357693,5218443,76,68663.72,716001,319515,6,94,72.83,BSAC,2007,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_3#55,ECO1062,ERR434601,ERS357831,5262277,76,69240.49,751476,321053,6,97,80.82,BSAC,2007,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_3#56,ECO1063,ERR434602,ERS357832,5120245,59,86783.81,1021007,275683,5,96.6,83.08,BSAC,2007,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Absent,Present,Present,Absent,Absent,Absent
11658_3#70,ECO1353,ERR434616,ERS357976,5158632,108,47765.11,487258,189320,9,89.1,66.34,BSAC,2010,Midlands,UK,Blood,FQR-S,FQR-S,H12,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_3#74,ECO1399,ERR434620,ERS358010,5135477,82,62627.77,626500,267103,7,95.3,80.41,BSAC,2010,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent
11658_3#86,ECO0297,ERR434632,ERS358137,4978906,47,105934.17,619983,250539,7,97.1,77.71,ADH010,2011,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_3#94,ECO1511,ERR434640,ERS358255,5408755,97,55760.36,711974,200629,9,95.1,89.88,BSAC,2011,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_4#7,ECO0087,ERR434649,ERS356826,5230387,57,91761.18,1003623,330959,5,91.9,65.82,ADH009,2008,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_4#18,ECO0163,ERR434660,ERS356902,5174484,86,60168.42,552033,190940,8,95.4,64.3,ADH062,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_4#22,ECO0353,ERR434664,ERS357082,4962730,60,82712.17,566132,242220,7,90.7,62.89,ADH070,2012,East England,Cambridgeshire,Blood,1a,1b,H6,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_4#43,ECO0710,ERR434685,ERS357407,5196240,66,78730.91,493577,288752,8,93.3,61.25,BSAC,2003,South East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_4#48,ECO0789,ERR434690,ERS357510,5199905,67,77610.52,773980,356571,6,92.3,65.67,BSAC,2004,West Midlands,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
11658_4#57,ECO0861,ERR434699,ERS357575,5092926,31,164287.94,1395189,763538,3,94.1,62.36,BSAC,2005,South West,UK,Blood,1a,2,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_4#60,ECO0945,ERR434702,ERS357638,5090244,51,99808.71,955041,242715,6,93.8,65.6,BSAC,2005,South West,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11658_4#61,ECO0958,ERR434703,ERS357647,5191938,81,64098,716043,229970,7,95.9,75.42,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_4#65,ECO1018,ERR434707,ERS357798,5105181,68,75076.19,600154,341593,6,81.4,56.72,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_4#66,ECO1022,ERR434708,ERS357802,5094652,65,78379.26,790102,319501,6,97.1,67.98,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_4#74,ECO1261,ERR434716,ERS357920,5209189,80,65114.86,715521,229918,8,92.6,60.91,BSAC,2009,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_4#77,ECO1165,ERR434719,ERS357939,5170393,60,86173.22,1019224,276101,6,97.3,67.67,BSAC,2008,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_4#80,ECO1327,ERR434722,ERS357961,5159042,80,64488.03,711342,191235,8,96.8,77.62,BSAC,2009,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_4#81,ECO1337,ERR434723,ERS357968,5145232,79,65129.52,711258,301787,6,91.8,60.82,BSAC,2009,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Absent,Present,Absent,Present,Absent,Absent,Absent
11658_4#85,ECO1369,ERR434727,ERS357988,5124231,102,50237.56,413075,242713,8,99.4,66.35,BSAC,2010,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Absent,Present
11658_5#2,ECO0005,ERR434740,ERS356744,5415712,124,43675.1,539480,191235,9,90.2,59.06,ADH006,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_5#5,ECO0013,ERR434743,ERS356752,5038266,49,102821.76,933837,319473,6,97.6,59.59,ADH039,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_5#11,ECO0036,ERR434749,ERS356775,5122852,77,66530.55,681132,248202,7,95.1,50.59,ADH008,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11658_5#14,ECO0048,ERR434752,ERS356787,5206890,92,56596.63,373787,202788,9,97,59.47,ADH045,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_5#19,ECO0092,ERR434757,ERS356831,5155428,95,54267.66,717035,319256,6,98.2,57.37,ADH058,2008,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_5#26,ECO0111,ERR434764,ERS356850,5300235,83,63858.25,503695,244165,8,97,60.82,ADH068,2008,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_5#28,ECO0116,ERR434766,ERS356855,5147229,103,49973.1,620536,191085,9,97.6,58.49,ADH063,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_5#32,ECO0136,ERR434770,ERS356875,5169859,109,47429.9,711920,196801,7,96.7,56.91,ADH060,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,Absent,Absent
11658_5#41,ECO0177,ERR434779,ERS356916,5278624,69,76501.8,958276,271701,6,97.3,55.17,ADH011,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_5#42,ECO0188,ERR434780,ERS356927,4938329,69,71569.99,642246,223054,8,96.5,56.19,ADH012,2010,East England,Cambridgeshire,Blood,1a,1b,H6,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_5#44,ECO0302,ERR434782,ERS357035,5297063,112,47295.21,531400,185505,9,82.5,45.14,ADH016,2011,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent
11658_5#53,ECO0365,ERR434791,ERS357093,5110954,65,78630.06,516334,274489,7,96.1,58.51,ADH015,2012,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_5#57,ECO0382,ERR434795,ERS357104,5174969,40,129374.23,987801,469385,4,89.4,48.62,ADH074,2012,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H25,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_5#66,ECO0696,ERR434804,ERS357394,5167850,65,79505.38,743913,191233,7,89.9,49.13,BSAC,2003,Midlands,UK,Blood,1a,1a,H30,C0,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_5#87,ECO0849,ERR434825,ERS357566,5121301,59,86801.71,1373464,319650,4,94.5,72.5,BSAC,2005,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Absent,Present,Present,Absent,Absent,Absent
11658_6#10,ECO0052,ERR434844,ERS356791,5319974,72,73888.53,750751,320246,6,96.3,60.1,ADH050,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_6#13,ECO0066,ERR434847,ERS356805,5187227,97,53476.57,383676,193086,10,98.8,71.41,ADH031,2008,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_6#22,ECO0118,ERR434856,ERS356857,4993326,63,79259.14,639210,324276,6,96.3,65.38,ADH026,2009,East England,Cambridgeshire,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_6#34,ECO0186,ERR434868,ERS356925,5180892,91,56932.88,620580,196044,8,95.7,57.95,ADH021,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_6#41,ECO0322,ERR434875,ERS357051,5065517,74,68452.93,596895,222346,7,94.4,54.98,ADH038,2011,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,CTX-M-27,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_6#43,ECO0329,ERR434877,ERS357058,5200593,114,45619.24,355734,196670,10,85,53.89,ADH047,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,CTX-M-27,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
11658_6#53,ECO0372,ERR434887,ERS357098,5042043,77,65481.08,635623,367657,6,96.1,108.73,ADH051,2012,East England,Cambridgeshire,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
11658_6#64,ECO0701,ERR434898,ERS357399,5166548,52,99356.69,487312,225488,8,96.4,105.45,BSAC,2003,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_6#73,ECO0881,ERR434907,ERS357497,5065266,63,80401.05,590721,279528,7,97,67.76,BSAC,2005,West Midlands,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_6#81,ECO0816,ERR434915,ERS357534,5169969,74,69864.45,712040,253322,7,96.2,65.66,BSAC,2004,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_6#82,ECO0820,ERR434916,ERS357538,5094884,73,69792.93,390027,191008,9,91.8,58.41,BSAC,2004,South East,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_6#88,ECO0852,ERR434922,ERS357569,5321822,66,80633.67,716219,276561,6,89,65.45,BSAC,2005,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_6#91,ECO1244,ERR434925,ERS357904,5336855,90,59298.39,716754,237575,8,93,60.93,BSAC,2008,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent
11658_6#92,ECO1258,ERR434926,ERS357918,5205519,56,92955.7,717400,285991,6,92.4,62.2,BSAC,2009,South East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_7#7,ECO0061,ERR434937,ERS356800,5251064,73,71932.38,721247,232965,7,93.1,57.33,ADH001,2008,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent
11658_7#8,ECO0072,ERR434938,ERS356811,5084125,86,59117.73,619766,191433,8,97.3,61.61,ADH002,2008,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent
11658_7#15,ECO0114,ERR434945,ERS356853,5159605,84,61423.87,512606,202777,8,98.9,68.12,ADH022,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_7#16,ECO0126,ERR434946,ERS356865,5179642,90,57551.58,710245,233602,7,95.8,62.78,ADH014,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_7#17,ECO0130,ERR434947,ERS356869,5152079,52,99078.44,718797,267852,7,95.6,59.07,ADH053,2009,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_7#23,ECO0172,ERR434953,ERS356911,5139999,105,48952.37,595643,173840,10,96.1,60.19,ADH030,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11658_7#26,ECO0187,ERR434956,ERS356926,5182936,85,60975.72,510633,229773,8,96,59.4,ADH004,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_7#30,ECO0345,ERR434960,ERS357074,5361262,92,58274.59,661646,202724,9,94.8,64.99,ADH071,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_7#33,ECO0381,ERR434963,ERS357103,5140881,113,45494.52,635825,234669,7,97.1,60.4,ADH032,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
