study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6403	SAMEA4598458	ERS2419167	ERX2550878	ERR2532457	93719	Cardiobacterium sp. A	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598421	ERS2419130	ERX2550879	ERR2532458	66861	Vibrio cholerae non-O1	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598501	ERS2419210	ERX2550880	ERR2532459	225992	Comamonas kerstersii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598457	ERS2419166	ERX2550881	ERR2532460	28080	Campylobacter upsaliensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598462	ERS2419171	ERX2550882	ERR2532461	294	Pseudomonas fluorescens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598506	ERS2419215	ERX2550883	ERR2532462	755	Avibacterium gallinarum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598507	ERS2419216	ERX2550884	ERR2532463	755	Avibacterium gallinarum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598460	ERS2419169	ERX2550885	ERR2532464	210	Helicobacter pylori	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598508	ERS2419217	ERX2550886	ERR2532465	29524	Porphyromonas circumdentaria	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598459	ERS2419168	ERX2550887	ERR2532466	29524	Porphyromonas circumdentaria	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598479	ERS2419188	ERX2550888	ERR2532467	573	Klebsiella pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598453	ERS2419162	ERX2550889	ERR2532468	1115758	Romboutsia ilealis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598455	ERS2419164	ERX2550890	ERR2532469	319709	Mycobacterium barrassiae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598456	ERS2419165	ERX2550891	ERR2532470	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598500	ERS2419209	ERX2550892	ERR2532471	1493872	Chryseobacterium shandongense	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598473	ERS2419182	ERX2550893	ERR2532472	624	Shigella sonnei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598467	ERS2419176	ERX2550894	ERR2532473	29524	Porphyromonas circumdentaria	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598461	ERS2419170	ERX2550895	ERR2532474	210	Helicobacter pylori	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA4598410	ERS2419119	ERX2550896	ERR2532475	1331258	Bordetella pseudohinzii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA1350052/pacbio_hdf5				
PRJEB6403	SAMEA104398267	ERS2016209	ERX2561387	ERR2543045	32013	Comamonas terrigena	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104307698	ERS1932676	ERX2561388	ERR2543046	1671902	Listeria fleischmannii subsp. fleischmannii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104318219	ERS1943197	ERX2561389	ERR2543047	149539	Salmonella enterica subsp. enterica serovar Enteritidis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104016174	ERS1681012	ERX2561390	ERR2543048	210	Helicobacter pylori	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398299	ERS2016241	ERX2561391	ERR2543049	32001	Alcaligenes faecalis subsp. faecalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398300	ERS2016242	ERX2561392	ERR2543050	443612	Flavobacterium resistens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398301	ERS2016243	ERX2561393	ERR2543051	558021	Chryseobacterium aquifrigidense	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398302	ERS2016244	ERX2561394	ERR2543052	519	Bordetella parapertussis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398303	ERS2016245	ERX2561395	ERR2543053	991	Flavobacterium hydatis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398305	ERS2016247	ERX2561396	ERR2543054	32001	Alcaligenes faecalis subsp. faecalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398306	ERS2016248	ERX2561397	ERR2543055	24	Shewanella putrefaciens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398307	ERS2016249	ERX2561398	ERR2543056	72557	Achromobacter ruhlandii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398308	ERS2016250	ERX2561399	ERR2543057	41276	Brevundimonas vesicularis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398309	ERS2016251	ERX2561400	ERR2543058	412439	Cellulosimicrobium terreum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398311	ERS2016253	ERX2561401	ERR2543059	72556	Achromobacter piechaudii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398312	ERS2016254	ERX2561402	ERR2543060	39692	Mycolicibacterium parafortuitum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA140/ERA1408786/pacbio_hdf5				
PRJEB6403	SAMEA104398313	ERS2016255	ERX2583185	ERR2564841	1405	Bacillus mycoides	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104398314	ERS2016256	ERX2583186	ERR2564842	264251	Cellulosimicrobium funkei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104398319	ERS2016261	ERX2583187	ERR2564843	342113	Burkholderia oklahomensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104398321	ERS2016263	ERX2583188	ERR2564844	648	Aeromonas caviae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460768	ERS2078710	ERX2583189	ERR2564845	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460769	ERS2078711	ERX2583190	ERR2564846	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460770	ERS2078712	ERX2583191	ERR2564847	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104398310	ERS2016252	ERX2583192	ERR2564848	29581	Janthinobacterium lividum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460771	ERS2078713	ERX2583193	ERR2564849	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460772	ERS2078714	ERX2583194	ERR2564850	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460773	ERS2078715	ERX2583195	ERR2564851	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460774	ERS2078716	ERX2583196	ERR2564852	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460775	ERS2078717	ERX2583197	ERR2564853	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460776	ERS2078718	ERX2583198	ERR2564854	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460777	ERS2078719	ERX2583199	ERR2564855	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460778	ERS2078720	ERX2583200	ERR2564856	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460779	ERS2078721	ERX2583201	ERR2564857	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460780	ERS2078722	ERX2583202	ERR2564858	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460781	ERS2078723	ERX2583203	ERR2564859	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460782	ERS2078724	ERX2583204	ERR2564860	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460783	ERS2078725	ERX2583205	ERR2564861	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460784	ERS2078726	ERX2583206	ERR2564862	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104460785	ERS2078727	ERX2583207	ERR2564863	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/pacbio_hdf5				
PRJEB6403	SAMEA104398265	ERS2016207	ERX2583208	ERR2564864	1056807	Morococcus cerebrosus	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/004/ERR2564864/ERR2564864_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/004/ERR2564864/ERR2564864_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180302_232355.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180302_232355.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180302_232355.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180302_232355.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR256/004/ERR2564864	ftp.sra.ebi.ac.uk/vol1/err/ERR256/004/ERR2564864		
PRJEB6403	SAMEA104398265	ERS2016207	ERX2583209	ERR2564865	1056807	Morococcus cerebrosus	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/005/ERR2564865/ERR2564865_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/005/ERR2564865/ERR2564865_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180305_193544.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180305_193544.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180305_193544.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA146/ERA1467170/bam/m54097_180305_193544.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR256/005/ERR2564865	ftp.sra.ebi.ac.uk/vol1/err/ERR256/005/ERR2564865		
PRJEB6403	SAMEA104460814	ERS2078756	ERX2597835	ERR2580770	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104460815	ERS2078757	ERX2597836	ERR2580771	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104460816	ERS2078758	ERX2597837	ERR2580772	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104460817	ERS2078759	ERX2597838	ERR2580773	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398185	ERS2016127	ERX2597839	ERR2580774	33987	Exiguobacterium aurantiacum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398186	ERS2016128	ERX2597840	ERR2580775	61652	Serratia rubidaea	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA4598466	ERS2419175	ERX2597841	ERR2580776	1014	Weeksella virosa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398187	ERS2016129	ERX2597842	ERR2580777	421530	Chryseobacterium bovis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398188	ERS2016130	ERX2597843	ERR2580778	371142	Sphingobacterium daejeonense	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398191	ERS2016133	ERX2597844	ERR2580779	24	Shewanella putrefaciens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398192	ERS2016134	ERX2597845	ERR2580780	43767	Rhodococcus hoagii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398193	ERS2016135	ERX2597846	ERR2580781	1351	Enterococcus faecalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398195	ERS2016137	ERX2597847	ERR2580782	633	Yersinia pseudotuberculosis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398197	ERS2016139	ERX2597848	ERR2580783	1351	Enterococcus faecalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398198	ERS2016140	ERX2597849	ERR2580784	1272	Kocuria varians	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398203	ERS2016145	ERX2597850	ERR2580785	1639	Listeria monocytogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398205	ERS2016147	ERX2597851	ERR2580786	29461	Brucella suis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA148/ERA1485730/pacbio_hdf5				
PRJEB6403	SAMEA104398285	ERS2016227	ERX2604504	ERR2588228	415956	Sphingobacterium composti Yoo et al. 2007	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA149/ERA1490692/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA149/ERA1490692/pacbio_hdf5				
PRJEB6403	SAMEA104398288	ERS2016230	ERX2604505	ERR2588229	447	Fluoribacter bozemanae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA149/ERA1490692/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA149/ERA1490692/pacbio_hdf5				
PRJEB6403	SAMEA104398295	ERS2016237	ERX2619685	ERR2603029	32002	Achromobacter denitrificans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5				
PRJEB6403	SAMEA104398291	ERS2016233	ERX2619686	ERR2603030	518	Bordetella bronchiseptica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5				
PRJEB6403	SAMEA104398292	ERS2016234	ERX2619687	ERR2603031	29581	Janthinobacterium lividum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5				
PRJEB6403	SAMEA104398294	ERS2016236	ERX2619688	ERR2603032	645	Aeromonas salmonicida	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/pacbio_hdf5				
PRJEB6403	SAMEA104398199	ERS2016141	ERX2619689	ERR2603033	1661	Trueperella pyogenes	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/003/ERR2603033/ERR2603033_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/003/ERR2603033/ERR2603033_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/bam/m54097_180323_235619.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/bam/m54097_180323_235619.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/bam/m54097_180323_235619.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA150/ERA1502191/bam/m54097_180323_235619.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR260/003/ERR2603033	ftp.sra.ebi.ac.uk/vol1/err/ERR260/003/ERR2603033		
